interseccion,via_a,via_b,latitud,longitud
"Avenida 2F Norte | Calle 40 Norte","Avenida 2F Norte","Calle 40 Norte","3.4751813","-76.5175773"
"Avenida 2F Norte | Calle 43 Norte","Avenida 2F Norte","Calle 43 Norte","3.4768261","-76.5165272"
"Avenida 2F Norte | Calle 44 Norte","Avenida 2F Norte","Calle 44 Norte","3.4770891","-76.5158433"
"Avenida 2F Norte | Calle 45 Norte","Avenida 2F Norte","Calle 45 Norte","3.4781028","-76.5150721"
"Avenida 2F Norte | Calle 47 Norte","Avenida 2F Norte","Calle 47 Norte","3.4790219","-76.5142107"
"Avenida 2F Norte | Calle 47B Norte","Avenida 2F Norte","Calle 47B Norte","3.4796512","-76.5134207"
"Avenida 2F Norte | Calle 51 Norte","Avenida 2F Norte","Calle 51 Norte","3.481883","-76.5123208"
"Avenida 2F Norte | Calle 52 Norte","Avenida 2F Norte","Calle 52 Norte","3.48265","-76.5119206"
"Avenida 2F Norte | Calle 54 Norte","Avenida 2F Norte","Calle 54 Norte","3.4836324","-76.5103182"
"Avenida 2F Norte | Calle 55 Norte","Avenida 2F Norte","Calle 55 Norte","3.4841617","-76.5099892"
"Avenida 2F Norte | Calle 56 Norte","Avenida 2F Norte","Calle 56 Norte","3.4848253","-76.5094958"
"Avenida 2F Norte | Calle 57 Norte","Avenida 2F Norte","Calle 57 Norte","3.485087","-76.5093437"
"Avenida 2F Norte | Calle 58 Norte","Avenida 2F Norte","Calle 58 Norte","3.4857096","-76.5085953"
"Avenida 2F Norte | Calle 59 Norte","Avenida 2F Norte","Calle 59 Norte","3.4859605","-76.5084389"
"Avenida 2F Norte | Calle 61 Norte","Avenida 2F Norte","Calle 61 Norte","3.4865801","-76.5077067"
"Avenida 2F Norte | Calle 61A Norte","Avenida 2F Norte","Calle 61A Norte","3.4868089","-76.507577"
"Avenida 2G Norte | Avenida 2H Norte","Avenida 2G Norte","Avenida 2H Norte","3.4846494","-76.5107946"
"Avenida 2G Norte | Calle 35A Norte","Avenida 2G Norte","Calle 35A Norte","3.4721442","-76.5201861"
"Avenida 2G Norte | Calle 36 Norte","Avenida 2G Norte","Calle 36 Norte","3.472556","-76.5199246"
"Avenida 2G Norte | Calle 36A Norte","Avenida 2G Norte","Calle 36A Norte","3.4729415","-76.5196721"
"Avenida 2G Norte | Calle 37 Norte","Avenida 2G Norte","Calle 37 Norte","3.4733288","-76.5194287"
"Avenida 2G Norte | Calle 37A Norte","Avenida 2G Norte","Calle 37A Norte","3.4737378","-76.5191865"
"Avenida 2G Norte | Calle 38 Norte","Avenida 2G Norte","Calle 38 Norte","3.474093","-76.518902"
"Avenida 2G Norte | Calle 40 Norte","Avenida 2G Norte","Calle 40 Norte","3.4754217","-76.5180195"
"Avenida 2G Norte | Calle 43 Norte","Avenida 2G Norte","Calle 43 Norte","3.4771246","-76.5169745"
"Avenida 2G Norte | Calle 44 Norte","Avenida 2G Norte","Calle 44 Norte","3.4773987","-76.5162751"
"Avenida 2G Norte | Calle 45 Norte","Avenida 2G Norte","Calle 45 Norte","3.4783843","-76.5155643"
"Avenida 2G Norte | Calle 47 Norte","Avenida 2G Norte","Calle 47 Norte","3.4792747","-76.5146158"
"Avenida 2G Norte | Calle 47A Norte","Avenida 2G Norte","Calle 47A Norte","3.4794827","-76.5140635"
"Avenida 2G Norte | Calle 47B Norte","Avenida 2G Norte","Calle 47B Norte","3.4798819","-76.513816"
"Avenida 2G Norte | Calle 47C Norte","Avenida 2G Norte","Calle 47C Norte","3.4803152","-76.5135869"
"Avenida 2G Norte | Calle 48 Norte","Avenida 2G Norte","Calle 48 Norte","3.4807117","-76.5133304"
"Avenida 2G Norte | Calle 49 Norte","Avenida 2G Norte","Calle 49 Norte","3.4810953","-76.5130823"
"Avenida 2G Norte | Calle 50 Norte","Avenida 2G Norte","Calle 50 Norte","3.4815561","-76.5127869"
"Avenida 2G Norte | Calle 51 Norte","Avenida 2G Norte","Calle 51 Norte","3.4821473","-76.5127676"
"Avenida 2G Norte | Calle 52 Norte","Avenida 2G Norte","Calle 52 Norte","3.4829043","-76.5123439"
"Avenida 2G Norte | Calle 52A Norte","Avenida 2G Norte","Calle 52A Norte","3.4829966","-76.5113636"
"Avenida 2G Norte | Calle 54 Norte","Avenida 2G Norte","Calle 54 Norte","3.4839522","-76.5108107"
"Avenida 2G Norte | Calle 56 Norte","Avenida 2G Norte","Calle 56 Norte","3.485247","-76.5100751"
"Avenida 2G Norte | Calle 57 Norte","Avenida 2G Norte","Calle 57 Norte","3.4854555","-76.5099523"
"Avenida 2G Norte | Calle 58 Norte","Avenida 2G Norte","Calle 58 Norte","3.4860698","-76.5092289"
"Avenida 2G Norte | Calle 59 Norte","Avenida 2G Norte","Calle 59 Norte","3.4863469","-76.5090656"
"Avenida 2G Norte | Calle 61 Norte","Avenida 2G Norte","Calle 61 Norte","3.4870714","-76.5086224"
"Avenida 2G Norte | Calle 61A Norte","Avenida 2G Norte","Calle 61A Norte","3.4873755","-76.5084252"
"Avenida 2G Norte | Calle 62 Norte","Avenida 2G Norte","Calle 62 Norte","3.4875993","-76.5082841"
"Avenida 2H Norte | Calle 47 Norte","Avenida 2H Norte","Calle 47 Norte","3.4795202","-76.5150092"
"Avenida 2H Norte | Calle 51 Norte","Avenida 2H Norte","Calle 51 Norte","3.4824025","-76.513197"
"Avenida 2H Norte | Calle 52 Norte","Avenida 2H Norte","Calle 52 Norte","3.4831496","-76.5127682"
"Avenida 2H Norte | Calle 52A Norte","Avenida 2H Norte","Calle 52A Norte","3.4834968","-76.512239"
"Avenida 2H Norte | Calle 53 Norte","Avenida 2H Norte","Calle 53 Norte","3.4839095","-76.5120118"
"Avenida 2H Norte | Calle 54 Norte","Avenida 2H Norte","Calle 54 Norte","3.4844615","-76.5116948"
"Avenida 2H Norte | Calle 56 Norte","Avenida 2H Norte","Calle 56 Norte","3.4853899","-76.5103675"
"Avenida 2I Norte | Calle 47 Norte","Avenida 2I Norte","Calle 47 Norte","3.4797487","-76.5153754"
"Avenida 2I Norte | Calle 47A Norte","Avenida 2I Norte","Calle 47A Norte","3.4801585","-76.5151456"
"Avenida 2I Norte | Calle 47B Norte","Avenida 2I Norte","Calle 47B Norte","3.4805689","-76.5148763"
"Avenida 2I Norte | Calle 47C Norte","Avenida 2I Norte","Calle 47C Norte","3.4809725","-76.5146207"
"Avenida 2I Norte | Calle 48 Norte","Avenida 2I Norte","Calle 48 Norte","3.4813746","-76.514367"
"Avenida 2I Norte | Calle 49 Norte","Avenida 2I Norte","Calle 49 Norte","3.4817552","-76.5141201"
"Avenida 2I Norte | Calle 50 Norte","Avenida 2I Norte","Calle 50 Norte","3.4822215","-76.513837"
"Avenida 2I Norte | Calle 51 Norte","Avenida 2I Norte","Calle 51 Norte","3.4826438","-76.5135889"
"Avenida 2I Norte | Calle 52 Norte","Avenida 2I Norte","Calle 52 Norte","3.4833846","-76.5131736"
"Avenida 2I Norte | Calle 55 Norte","Avenida 2I Norte","Calle 55 Norte","3.4852599","-76.5118388"
"Avenida 2I Norte | Calle 56 Norte","Avenida 2I Norte","Calle 56 Norte","3.4860118","-76.511383"
"Avenida 2I Norte | Calle 57 Norte","Avenida 2I Norte","Calle 57 Norte","3.4862789","-76.51123"
"Avenida 2I Norte | Calle 58 Norte","Avenida 2I Norte","Calle 58 Norte","3.4869905","-76.5108052"
"Avenida 2I Norte | Calle 59 Norte","Avenida 2I Norte","Calle 59 Norte","3.4872832","-76.5106206"
"Avenida 2I Norte | Calle 61 Norte","Avenida 2I Norte","Calle 61 Norte","3.4880297","-76.5102248"
"Avenida 2I Norte | Calle 61A Norte","Avenida 2I Norte","Calle 61A Norte","3.4883484","-76.5100348"
"Avenida 3 Bis Norte | Calle 23C Norte","Avenida 3 Bis Norte","Calle 23C Norte","3.4651726","-76.5246505"
"Avenida 3 Bis Norte | Calle 23D Norte","Avenida 3 Bis Norte","Calle 23D Norte","3.4660822","-76.5248089"
"Avenida 3 Bis Norte | Calle 24 Norte","Avenida 3 Bis Norte","Calle 24 Norte","3.4670312","-76.5249833"
"Avenida 3 Bis Norte | Calle 25 Norte","Avenida 3 Bis Norte","Calle 25 Norte","3.4681955","-76.5252252"
"Avenida 3 Bis Norte | Calle 50 Norte","Avenida 3 Bis Norte","Calle 50 Norte","3.4831083","-76.5148053"
"Avenida 3 Norte | Calle 10","Avenida 3 Norte","Calle 10","3.4547975","-76.5353899"
"Avenida 3 Norte | Calle 15","Avenida 3 Norte","Calle 15","3.4906228","-76.5099149"
"Avenida 3 Norte | Calle 25 Norte","Avenida 3 Norte","Calle 25 Norte","3.4653563","-76.5235854"
"Avenida 3 Norte | Calle 32 Norte","Avenida 3 Norte","Calle 32 Norte","3.4685096","-76.5227331"
"Avenida 3 Norte | Calle 33 Norte","Avenida 3 Norte","Calle 33 Norte","3.4700573","-76.5220202"
"Avenida 3 Norte | Calle 33A Norte","Avenida 3 Norte","Calle 33A Norte","3.4707607","-76.5220338"
"Avenida 3 Norte | Calle 35 Norte","Avenida 3 Norte","Calle 35 Norte","3.4719721","-76.5213385"
"Avenida 3 Norte | Calle 35A Norte","Avenida 3 Norte","Calle 35A Norte","3.4724802","-76.5209572"
"Avenida 3 Norte | Calle 36 Norte","Avenida 3 Norte","Calle 36 Norte","3.4729736","-76.5206449"
"Avenida 3 Norte | Calle 36A Norte","Avenida 3 Norte","Calle 36A Norte","3.4734362","-76.5203572"
"Avenida 3 Norte | Calle 37 Norte","Avenida 3 Norte","Calle 37 Norte","3.4739322","-76.520048"
"Avenida 3 Norte | Calle 38 Norte","Avenida 3 Norte","Calle 38 Norte","3.4744587","-76.519728"
"Avenida 3 Norte | Calle 38A Norte","Avenida 3 Norte","Calle 38A Norte","3.4749704","-76.5194068"
"Avenida 3 Norte | Calle 39 Norte","Avenida 3 Norte","Calle 39 Norte","3.4754665","-76.519105"
"Avenida 3 Norte | Calle 40 Norte","Avenida 3 Norte","Calle 40 Norte","3.4759219","-76.5188233"
"Avenida 3 Norte | Calle 44 Norte","Avenida 3 Norte","Calle 44 Norte","3.4782628","-76.5173632"
"Avenida 3 Norte | Calle 47 Norte","Avenida 3 Norte","Calle 47 Norte","3.4800673","-76.5159035"
"Avenida 3 Norte | Calle 47A Norte","Avenida 3 Norte","Calle 47A Norte","3.4806477","-76.5158677"
"Avenida 3 Norte | Calle 47B Norte","Avenida 3 Norte","Calle 47B Norte","3.4810991","-76.5155986"
"Avenida 3 Norte | Calle 47C Norte","Avenida 3 Norte","Calle 47C Norte","3.4813033","-76.5151355"
"Avenida 3 Norte | Calle 48 Norte","Avenida 3 Norte","Calle 48 Norte","3.4820187","-76.5150506"
"Avenida 3 Norte | Calle 49 Norte","Avenida 3 Norte","Calle 49 Norte","3.4820856","-76.5146392"
"Avenida 3 Norte | Calle 51 Norte","Avenida 3 Norte","Calle 51 Norte","3.4829558","-76.5141249"
"Avenida 3 Norte | Calle 52 Norte","Avenida 3 Norte","Calle 52 Norte","3.4838399","-76.513564"
"Avenida 3 Norte | Calle 53 Norte","Avenida 3 Norte","Calle 53 Norte","3.4850659","-76.5131655"
"Avenida 3 Norte | Calle 54 Norte","Avenida 3 Norte","Calle 54 Norte","3.4854931","-76.5128854"
"Avenida 3 Norte | Calle 55 Norte","Avenida 3 Norte","Calle 55 Norte","3.4856792","-76.5125778"
"Avenida 3 Norte | Calle 56 Norte","Avenida 3 Norte","Calle 56 Norte","3.4864871","-76.5122649"
"Avenida 3 Norte | Calle 57 Norte","Avenida 3 Norte","Calle 57 Norte","3.4866527","-76.5118187"
"Avenida 3 Norte | Calle 58 Norte","Avenida 3 Norte","Calle 58 Norte","3.4874976","-76.5116217"
"Avenida 3 Norte | Calle 59 Norte","Avenida 3 Norte","Calle 59 Norte","3.4876276","-76.511221"
"Avenida 3 Norte | Calle 60 Norte","Avenida 3 Norte","Calle 60 Norte","3.4886277","-76.5109835"
"Avenida 3 Norte | Calle 61A Norte","Avenida 3 Norte","Calle 61A Norte","3.488684","-76.510588"
"Avenida 3 Norte | Calle 62 Norte","Avenida 3 Norte","Calle 62 Norte","3.4892314","-76.5103263"
"Avenida 3 Norte | Calle 7 Norte","Avenida 3 Norte","Calle 7 Norte","3.4534065","-76.5372881"
"Avenida 3 Norte | Calle 71C Norte","Avenida 3 Norte","Calle 71C Norte","3.4922245","-76.4910412"
"Avenida 3 Norte | Calle 73","Avenida 3 Norte","Calle 73","3.4924394","-76.489693"
"Avenida 3 Norte | Calle 8 Norte","Avenida 3 Norte","Calle 8 Norte","3.4540229","-76.5364616"
"Avenida 3 Norte | Calle 9 Norte","Avenida 3 Norte","Calle 9 Norte","3.4544763","-76.5357741"
"Avenida 3 Oeste | Calle 10 Oeste","Avenida 3 Oeste","Calle 10 Oeste","3.4530532","-76.5513414"
"Avenida 3 Oeste | Calle 11 Oeste","Avenida 3 Oeste","Calle 11 Oeste","3.4524763","-76.5527408"
"Avenida 3 Oeste | Calle 12 Oeste","Avenida 3 Oeste","Calle 12 Oeste","3.4516193","-76.5537187"
"Avenida 3A Bis Norte | Calle 52 Norte","Avenida 3A Bis Norte","Calle 52 Norte","3.4845368","-76.514685"
"Avenida 3A Bis Norte | Calle 53 Norte","Avenida 3A Bis Norte","Calle 53 Norte","3.4852979","-76.5141886"
"Avenida 3A Norte | Calle 23C Norte","Avenida 3A Norte","Calle 23C Norte","3.4650058","-76.525155"
"Avenida 3A Norte | Calle 23D Norte","Avenida 3A Norte","Calle 23D Norte","3.4659523","-76.5253676"
"Avenida 3A Norte | Calle 24 Norte","Avenida 3A Norte","Calle 24 Norte","3.4668885","-76.5255778"
"Avenida 3A Norte | Calle 25 Norte","Avenida 3A Norte","Calle 25 Norte","3.4680501","-76.5258386"
"Avenida 3A Norte | Calle 26 Norte","Avenida 3A Norte","Calle 26 Norte","3.4687913","-76.5260051"
"Avenida 3A Norte | Calle 28 Norte","Avenida 3A Norte","Calle 28 Norte","3.4697811","-76.5262254"
"Avenida 3A Norte | Calle 40 Norte","Avenida 3A Norte","Calle 40 Norte","3.4762095","-76.5192743"
"Avenida 3A Norte | Calle 43 Norte","Avenida 3A Norte","Calle 43 Norte","3.4780296","-76.51827"
"Avenida 3A Norte | Calle 44 Norte","Avenida 3A Norte","Calle 44 Norte","3.4785487","-76.5178307"
"Avenida 3A Norte | Calle 44A Norte","Avenida 3A Norte","Calle 44A Norte","3.4790032","-76.5175308"
"Avenida 3A Norte | Calle 45 Norte","Avenida 3A Norte","Calle 45 Norte","3.4794508","-76.517261"
"Avenida 3A Norte | Calle 47 Norte","Avenida 3A Norte","Calle 47 Norte","3.4804854","-76.5166146"
"Avenida 3A Norte | Calle 50 Norte","Avenida 3A Norte","Calle 50 Norte","3.4833399","-76.515166"
"Avenida 3A Norte | Calle 51 Norte","Avenida 3A Norte","Calle 51 Norte","3.4837841","-76.5148989"
"Avenida 3A Norte | Calle 52 Norte","Avenida 3A Norte","Calle 52 Norte","3.4842713","-76.5142649"
"Avenida 3A Norte | Calle 53 Norte","Avenida 3A Norte","Calle 53 Norte","3.4853223","-76.5136388"
"Avenida 3A Norte | Calle 54 Norte","Avenida 3A Norte","Calle 54 Norte","3.4857978","-76.5134047"
"Avenida 3A Norte | Calle 55 Norte","Avenida 3A Norte","Calle 55 Norte","3.4862883","-76.5131008"
"Avenida 3A Norte | Calle 56 Norte","Avenida 3A Norte","Calle 56 Norte","3.4868102","-76.5127858"
"Avenida 3A Norte | Calle 57 Norte","Avenida 3A Norte","Calle 57 Norte","3.4872991","-76.5124827"
"Avenida 3A Norte | Calle 58 Norte","Avenida 3A Norte","Calle 58 Norte","3.4878426","-76.5121295"
"Avenida 3A Norte | Calle 59 Norte","Avenida 3A Norte","Calle 59 Norte","3.4883592","-76.5121477"
"Avenida 3A Norte | Calle 60 Norte","Avenida 3A Norte","Calle 60 Norte","3.4889425","-76.5115541"
"Avenida 3A Norte | Calle 61 Norte","Avenida 3A Norte","Calle 61 Norte","3.4893692","-76.5113341"
"Avenida 3B Bis Norte | Calle 58 Norte","Avenida 3B Bis Norte","Calle 58 Norte","3.4878453","-76.5133683"
"Avenida 3B Bis Norte | Calle 59 Norte","Avenida 3B Bis Norte","Calle 59 Norte","3.4883852","-76.5133718"
"Avenida 3B Bis Norte | Calle 60 Norte","Avenida 3B Bis Norte","Calle 60 Norte","3.4889502","-76.5136225"
"Avenida 3B Bis Norte | Calle 61 Norte","Avenida 3B Bis Norte","Calle 61 Norte","3.4896731","-76.5136166"
"Avenida 3B Bis Norte | Calle 62 Norte","Avenida 3B Bis Norte","Calle 62 Norte","3.4903706","-76.5136109"
"Avenida 3B Norte | Calle 36 Norte","Avenida 3B Norte","Calle 36 Norte","3.4735985","-76.52166"
"Avenida 3B Norte | Calle 36A Norte","Avenida 3B Norte","Calle 36A Norte","3.4740712","-76.5213744"
"Avenida 3B Norte | Calle 40 Norte","Avenida 3B Norte","Calle 40 Norte","3.476485","-76.5197193"
"Avenida 3B Norte | Calle 43 Norte","Avenida 3B Norte","Calle 43 Norte","3.4782553","-76.5186366"
"Avenida 3B Norte | Calle 47 Norte","Avenida 3B Norte","Calle 47 Norte","3.4808193","-76.5171556"
"Avenida 3B Norte | Calle 47A Norte","Avenida 3B Norte","Calle 47A Norte","3.4812557","-76.5168829"
"Avenida 3B Norte | Calle 47B Norte","Avenida 3B Norte","Calle 47B Norte","3.4817013","-76.5166012"
"Avenida 3B Norte | Calle 47C Norte","Avenida 3B Norte","Calle 47C Norte","3.4821284","-76.5163536"
"Avenida 3B Norte | Calle 48 Norte","Avenida 3B Norte","Calle 48 Norte","3.482617","-76.5160156"
"Avenida 3B Norte | Calle 49 Norte","Avenida 3B Norte","Calle 49 Norte","3.4830215","-76.5157464"
"Avenida 3B Norte | Calle 54 Norte","Avenida 3B Norte","Calle 54 Norte","3.4857978","-76.5144481"
"Avenida 3B Norte | Calle 55 Norte","Avenida 3B Norte","Calle 55 Norte","3.4862987","-76.5144345"
"Avenida 3B Norte | Calle 56 Norte","Avenida 3B Norte","Calle 56 Norte","3.4868116","-76.5138505"
"Avenida 3B Norte | Calle 57 Norte","Avenida 3B Norte","Calle 57 Norte","3.4873102","-76.5138529"
"Avenida 3B Norte | Calle 58 Norte","Avenida 3B Norte","Calle 58 Norte","3.4878394","-76.5136309"
"Avenida 3B Norte | Calle 60 Norte","Avenida 3B Norte","Calle 60 Norte","3.4889463","-76.5125604"
"Avenida 3B Norte | Calle 61 Norte","Avenida 3B Norte","Calle 61 Norte","3.4896554","-76.5125599"
"Avenida 3B Norte | Calle 62 Norte","Avenida 3B Norte","Calle 62 Norte","3.4903586","-76.5125788"
"Avenida 3C Norte | Calle 34 Norte","Avenida 3C Norte","Calle 34 Norte","3.4717014","-76.5229531"
"Avenida 3C Norte | Calle 34A Norte","Avenida 3C Norte","Calle 34A Norte","3.4722781","-76.5228969"
"Avenida 3C Norte | Calle 35 Norte","Avenida 3C Norte","Calle 35 Norte","3.4727728","-76.5225951"
"Avenida 3C Norte | Calle 35A Norte","Avenida 3C Norte","Calle 35A Norte","3.4732765","-76.522274"
"Avenida 3C Norte | Calle 36 Norte","Avenida 3C Norte","Calle 36 Norte","3.4737706","-76.5219672"
"Avenida 3C Norte | Calle 36A Norte","Avenida 3C Norte","Calle 36A Norte","3.4742687","-76.5216523"
"Avenida 3C Norte | Calle 37 Norte","Avenida 3C Norte","Calle 37 Norte","3.4747934","-76.5213152"
"Avenida 3C Norte | Calle 38 Norte","Avenida 3C Norte","Calle 38 Norte","3.4752719","-76.5210098"
"Avenida 3C Norte | Calle 38A Norte","Avenida 3C Norte","Calle 38A Norte","3.4757779","-76.5207036"
"Avenida 3C Norte | Calle 39 Norte","Avenida 3C Norte","Calle 39 Norte","3.4762824","-76.5203903"
"Avenida 3C Norte | Calle 40 Norte","Avenida 3C Norte","Calle 40 Norte","3.4767762","-76.5201497"
"Avenida 3C Norte | Calle 41 Norte","Avenida 3C Norte","Calle 41 Norte","3.4772471","-76.519866"
"Avenida 3C Norte | Calle 42 Norte","Avenida 3C Norte","Calle 42 Norte","3.4777028","-76.5195805"
"Avenida 3C Norte | Calle 43 Norte","Avenida 3C Norte","Calle 43 Norte","3.4785396","-76.5190862"
"Avenida 3C Norte | Calle 47 Norte","Avenida 3C Norte","Calle 47 Norte","3.481021","-76.5174825"
"Avenida 3C Norte | Calle 47A Norte","Avenida 3C Norte","Calle 47A Norte","3.4814566","-76.517208"
"Avenida 3C Norte | Calle 47B Norte","Avenida 3C Norte","Calle 47B Norte","3.4818959","-76.5169156"
"Avenida 3C Norte | Calle 47C Norte","Avenida 3C Norte","Calle 47C Norte","3.4823397","-76.516615"
"Avenida 3C Norte | Calle 48 Norte","Avenida 3C Norte","Calle 48 Norte","3.4828065","-76.5162992"
"Avenida 3C Norte | Calle 49 Norte","Avenida 3C Norte","Calle 49 Norte","3.4832057","-76.5160389"
"Avenida 3C Norte | Calle 50 Norte","Avenida 3C Norte","Calle 50 Norte","3.4836813","-76.5157159"
"Avenida 3C Norte | Calle 52 Norte","Avenida 3C Norte","Calle 52 Norte","3.4847791","-76.5150894"
"Avenida 3C Norte | Calle 53 Norte","Avenida 3C Norte","Calle 53 Norte","3.4852857","-76.5147368"
"Avenida 3C Norte | Calle 54 Norte","Avenida 3C Norte","Calle 54 Norte","3.4858046","-76.514735"
"Avenida 3C Norte | Calle 58 Norte","Avenida 3C Norte","Calle 58 Norte","3.4878424","-76.5146801"
"Avenida 3C Norte | Calle 59 Norte","Avenida 3C Norte","Calle 59 Norte","3.4883935","-76.5146815"
"Avenida 3C Norte | Calle 60 Norte","Avenida 3C Norte","Calle 60 Norte","3.488957","-76.514683"
"Avenida 3C Norte | Calle 61 Norte","Avenida 3C Norte","Calle 61 Norte","3.4896753","-76.5146848"
"Avenida 3C Norte | Calle 62 Norte","Avenida 3C Norte","Calle 62 Norte","3.490381","-76.5146867"
"Avenida 3C Norte | Calle 63 Norte","Avenida 3C Norte","Calle 63 Norte","3.4910449","-76.5146884"
"Avenida 3D Norte | Calle 39 Norte","Avenida 3D Norte","Calle 39 Norte","3.4766828","-76.5210205"
"Avenida 3D Norte | Calle 40 Norte","Avenida 3D Norte","Calle 40 Norte","3.4771381","-76.5207318"
"Avenida 3D Norte | Calle 43 Norte","Avenida 3D Norte","Calle 43 Norte","3.478781","-76.519468"
"Avenida 3D Norte | Calle 44 Norte","Avenida 3D Norte","Calle 44 Norte","3.4792744","-76.5191689"
"Avenida 3D Norte | Calle 44A Norte","Avenida 3D Norte","Calle 44A Norte","3.4798301","-76.5188338"
"Avenida 3D Norte | Calle 45 Norte","Avenida 3D Norte","Calle 45 Norte","3.4802763","-76.5185648"
"Avenida 3D Norte | Calle 47 Norte","Avenida 3D Norte","Calle 47 Norte","3.4813011","-76.5179363"
"Avenida 3E Norte | Calle 43 Norte","Avenida 3E Norte","Calle 43 Norte","3.47924","-76.5200929"
"Avenida 3E Norte | Calle 44 Norte","Avenida 3E Norte","Calle 44 Norte","3.4797348","-76.5197086"
"Avenida 3E Norte | Calle 44A Norte","Avenida 3E Norte","Calle 44A Norte","3.4802048","-76.519424"
"Avenida 3E Norte | Calle 45 Norte","Avenida 3E Norte","Calle 45 Norte","3.4806287","-76.5191548"
"Avenida 3E Norte | Calle 47 Norte","Avenida 3E Norte","Calle 47 Norte","3.4815838","-76.5183942"
"Avenida 3E Norte | Calle 47A Norte","Avenida 3E Norte","Calle 47A Norte","3.4820296","-76.5181224"
"Avenida 3E Norte | Calle 47B Norte","Avenida 3E Norte","Calle 47B Norte","3.4824727","-76.5178475"
"Avenida 3E Norte | Calle 47C Norte","Avenida 3E Norte","Calle 47C Norte","3.4829248","-76.5175633"
"Avenida 3E Norte | Calle 48 Norte","Avenida 3E Norte","Calle 48 Norte","3.4833812","-76.5172851"
"Avenida 3E Norte | Calle 49 Norte","Avenida 3E Norte","Calle 49 Norte","3.4838179","-76.517011"
"Avenida 3E Norte | Calle 50 Norte","Avenida 3E Norte","Calle 50 Norte","3.4842943","-76.516711"
"Avenida 3E Norte | Calle 51 Norte","Avenida 3E Norte","Calle 51 Norte","3.4847029","-76.5164606"
"Avenida 3E Norte | Calle 52 Norte","Avenida 3E Norte","Calle 52 Norte","3.4853956","-76.516057"
"Avenida 3E Norte | Calle 54 Norte","Avenida 3E Norte","Calle 54 Norte","3.4858257","-76.5157998"
"Avenida 3E Norte | Calle 55 Norte","Avenida 3E Norte","Calle 55 Norte","3.4863117","-76.5157682"
